name,y,x,positions_noise,redshift
point_0,-9.0265625,-18.929871951054853,0.1,1.0
point_0,0.0328125,-0.05863713671457137,0.1,1.0
point_0,1.90390625,23.020488819242917,0.1,1.0
point_1,-15.88203125,18.69577445909437,0.1,2.0
point_1,0.6734375,-0.48623717983313797,0.1,2.0
point_1,13.259375,-14.119822520868784,0.1,2.0
